Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"11"	"HMGA2"	"45.33"	"ARCHS4 Coexpression,15;Enrichr Queries,112;GTEx Coexpression,9"	"ARHGAP11A,KIF14,TNC,TNFAIP3,KIF11,FOXM1,MKI67,LMNB1,RGS2,SNAPC1,SALL2,DPYSL3,PCLAF,PBK,NUSAP1,EPG5,MYBL2,TK1,LGALS9,DLGAP5,SOX4,TEAD2,TGM2,TMPO,PCOLCE,SOX11,ADGRA3,PSG2,IL17RD,DKK1,GAS6-DT,PSG9,VCAN,PSG5,NAV3,PAPPA,DDIT4,KIF20A,CD44,HBEGF,NCAPG,CORO1A,CCNB2,DSEL,GPC6,BUB1,LINC01204,EGR1,PRRX1,GADD45B,GDF15,PLK2,TPBG,CRIM1,GPR1,FZD8,INHBA,NDC80,VANGL2,TMEM158,ID1,CDK1,ID3,PTX3,RCOR2"
"gene_set_query"	"12"	"FOXC2"	"47.0"	"ARCHS4 Coexpression,33;Enrichr Queries,48;GTEx Coexpression,60"	"TNC,TNFAIP2,SIX1,LRRC32,PVR,MEDAG,C1QTNF7,ADGRA2,ANPEP,HOXA5,TGM2,PDGFRA,POSTN,SCARA3,BGN,SOX11,PCOLCE,HIC1,CPED1,MN1,PROCR,VCAN,LATS2,PAPPA,COL6A2,DDIT4,CD44,RASL12,NNMT,AMIGO2,NTN4,LTBP2,FBLN2,SCUBE3,OLFML3,IGFBP6,GPC6,FZD1,EGR1,PRRX1,GADD45B,GDF15,MCAM,CRIM1,NBEAL1,INHBA,MEIS2,SMAD7,NR4A2,MFAP4,CXCL10,FGF14,OSTM1,ID1,ID3,PTX3"
"gene_set_query"	"13"	"HEYL"	"47.67"	"ARCHS4 Coexpression,53;Enrichr Queries,72;GTEx Coexpression,18"	"JADE1,TNC,SIX1,GXYLT2,LRRC32,OLFML2A,FADS3,ADGRA2,DPYSL3,PABPC4L,TGM2,PDGFRA,POSTN,SCARA3,BGN,PCOLCE,TC2N,JMJD8,HIC1,CPED1,MN1,BCAM,VCAN,COL6A2,DDIT4,ITGA7,RBM24,CD44,RASL12,HACD1,COL15A1,NNMT,C1R,AMIGO2,LRRC17,CRIP2,LTBP2,FBLN1,FBLN2,OLFML3,PLTP,EGR1,PRRX1,MCAM,NBEAL1,INHBA,PLXDC1,DHRS3,SMAD7,SULF2,MFAP4,CXCL10,INAFM2,CCDC8,ID1,TMEM119,ID3"
"gene_set_query"	"14"	"TBX18"	"49.33"	"ARCHS4 Coexpression,27;Enrichr Queries,104;GTEx Coexpression,17"	"PLCE1-AS1,TNC,SIX1,LRRC32,FGF2,PVR,STS,C1QTNF7,ADGRA2,DPYSL3,PDGFRA,POSTN,SCARA3,BGN,SOX11,PCOLCE,NAALADL2,CPED1,MN1,VCAN,LATS2,PAPPA,COL6A2,ALPK2,CD44,RASL12,C1R,AMIGO2,ENDOD1,NTN4,LTBP2,FBLN1,FBLN2,OLFML3,DSEL,GPC6,RUNX1T1,FZD1,EGR1,PRRX1,PCDH9,MCAM,CRIM1,NBEAL1,INHBA,MEIS2,PLXDC1,SMAD7,SULF2,NR4A2,CXCL10,FGF14,PTX3,FAT4"
"gene_set_query"	"15"	"AEBP1"	"51.5"	"ARCHS4 Coexpression,37;GTEx Coexpression,66"	"RASL12,COL15A1,C1R,LRRC17,TNC,PTPRM,LTBP2,FBLN1,LRRC32,FBLN2,MEDAG,THBS3,CASP12,C1QTNF7,ADGRA2,PDGFD,GPC6,POSTN,SCARA3,PRRX1,MCAM,BGN,CRIM1,NBEAL1,PCOLCE,INHBA,SMAD7,CPED1,MFAP4,VCAN,FGF14,COL6A2,TMEM119,DCHS1"
"gene_set_query"	"16"	"NFATC4"	"55.67"	"ARCHS4 Coexpression,8;Enrichr Queries,13;GTEx Coexpression,146"	"IFITM1,TMEM200B,TNC,NYNRIN,RGS2,ADGRA2,ANPEP,BOC,SH3PXD2B,DPYSL3,BDKRB2,MYBL2,TEAD2,SOX4,TGM2,PDGFRA,POSTN,SCARA3,BGN,PCOLCE,IL17RD,HIC1,VCAN,COL6A2,DDIT4,ALDOC,CD44,COL15A1,C1R,LTBP2,FBLN1,FBLN2,THBS3,OLFML3,PLTP,MICA,TTC14,FZD1,EGR1,PRRX1,GADD45B,GDF15,MCAM,FZD8,PBX1,DHRS3,SULF2,CXCL10,MFAP4,ID1,TMEM119,ID3,DCHS1,RCOR2"
"gene_set_query"	"17"	"PRRX1"	"56.67"	"ARCHS4 Coexpression,2;Enrichr Queries,133;GTEx Coexpression,35"	"TNFAIP6,TNC,PTPRM,LRRC32,FGF2,MEDAG,TMEM267,STS,ADGRA2,DPYSL3,BDKRB2,TGM2,PDGFRA,POSTN,SCARA3,BGN,PCOLCE,NAALADL2,PDGFRL,CPED1,GAS6-DT,VCAN,LATS2,COL6A2,PAPPA,ALPK2,CD44,COL15A1,NNMT,C1R,SDC2,FBLN1,LTBP2,FBLN2,OLFML3,DSEL,PTCHD4,GPC6,FZD1,EGR1,CRIM1,NBEAL1,INHBA,MEIS2,SULF2,CXCL10,MFAP4,TMEM119,ID3,PTX3,DCHS1,FAT4"
"gene_set_query"	"18"	"OSR1"	"61.5"	"ARCHS4 Coexpression,23;GTEx Coexpression,100"	"RASL12,C1R,FGL2,LRRC17,SIX1,LTBP2,FBLN1,FBLN2,MEDAG,THBS3,ADAMTS15,C1QTNF7,ADGRA2,DPYSL3,BDKRB2,HOXA2,IGFBP6,GPC6,WNT2,FZD1,PRRX1,MCAM,BGN,CRIM1,PCOLCE,CPED1,MFAP4,VCAN,LATS2,COL6A2,TMEM119,FAT4"
"gene_set_query"	"19"	"TSHZ3"	"61.67"	"ARCHS4 Coexpression,26;Enrichr Queries,78;GTEx Coexpression,81"	"TMEM200B,TNC,PTPRM,LDB2,OLFML2A,SIPA1L2,SYNE1,RGS2,ADGRA2,DPYSL3,BOC,SH3PXD2B,BDKRB2,TEAD2,PDGFRA,POSTN,CACNA2D1,BGN,SOX11,PCOLCE,HIC1,MN1,VCAN,LATS2,NAV3,COL6A2,TOX,C1R,CTTNBP2,SDC2,LRRC17,LTBP2,LPAR4,FBLN2,THBS3,OLFML3,SCN7A,GPC6,MICA,RUNX1T1,EGR1,PRRX1,PCDH9,CRIM1,INHBA,MEIS2,PBX1,IGF2R,SULF2,SMAD7,NR4A2,MFAP4,ID3,DCHS1,FAT4"
"gene_set_query"	"20"	"GLI3"	"67.0"	"ARCHS4 Coexpression,10;Enrichr Queries,77;GTEx Coexpression,114"	"TMEM200B,TNC,PTPRM,OLFML2A,NYNRIN,DACH1,SALL2,ADGRA2,BOC,SH3PXD2B,DPYSL3,LIPG,NUSAP1,NEO1,SOX4,TEAD2,PDGFRA,POSTN,SCARA3,PLEKHG1,CACNA2D1,SOX11,MITF,ADGRA3,IL17RD,MN1,VCAN,COL6A2,RARB,CD44,ISYNA1,SDC2,GLIS3,FBLN1,FBLN2,ZFP36L2,PTGS1,STOX2,FGD6,OLFML3,TSPAN5,GPC6,RUNX1T1,FZD1,EGR1,PRRX1,PLK2,TPBG,FZD8,INHBA,MEIS2,PBX1,SULF2,VANGL2,MEX3A,CCDC8,ID3,DCHS1,FAT4,BMPR1B,RCOR2"
"gene_set_query"	"21"	"HIC1"	"70.0"	"ARCHS4 Coexpression,194;Enrichr Queries,12;GTEx Coexpression,4"	"TMEM200B,TNC,TNFAIP2,TNFAIP3,LDB2,LRRC32,OLFML2A,ADGRA2,BOC,DPYSL3,PABPC4L,BDKRB2,TEAD2,TGM2,PDGFRA,POSTN,TMEM255B,BGN,TET1,PCOLCE,PDGFRL,MN1,VCAN,SLFN11,COL6A2,DDIT4,RNF122,CD44,HBEGF,COL15A1,UBA7,C1R,LTBP2,FBLN2,THBS3,OLFML3,IGFBP6,MICA,EGR1,PRRX1,GADD45B,GDF15,PLK2,MCAM,INHBA,PLXDC1,MEIS2,DHRS3,SULF2,SMAD7,NR4A2,CXCL10,MFAP4,ID1,TMEM119,ID3,DCHS1"
"gene_set_query"	"22"	"FOXS1"	"71.33"	"ARCHS4 Coexpression,155;Enrichr Queries,16;GTEx Coexpression,43"	"IFITM1,TNFAIP6,TNC,TNFAIP2,LRRC32,OLFML2A,CASP12,C1QTNF7,ADGRA2,GLIPR2,TGM2,PDGFRA,POSTN,BGN,PCOLCE,HIC1,CPED1,MN1,PROCR,VCAN,COL6A2,DDIT4,CD44,HBEGF,RASL12,COL15A1,NNMT,AMIGO2,ENDOD1,NTN4,CRIP2,LTBP2,FBLN2,OLFML3,IGFBP6,GPC6,FZD1,EGR1,PRRX1,GADD45B,GDF15,MCAM,PLK2,CRIM1,NBEAL1,INHBA,PLXDC1,SMAD7,MFAP4,CXCL10,FGF14,ID1,TMEM119,ID3,PTX3"
"gene_set_query"	"23"	"EBF3"	"72.0"	"ARCHS4 Coexpression,50;Enrichr Queries,49;GTEx Coexpression,117"	"TMEM200B,TNC,PTPRM,SIX1,LDB2,LRRC32,FADS3,RGS2,DACH1,DPYSL3,NEFL,CD36,HOXA5,PDGFRA,POSTN,TMEM255B,CACNA2D1,BGN,SOX11,FAM219A,PDGFRL,MN1,VCAN,SLFN11,PAPPA,COL6A2,ITGA7,COL15A1,CRMP1,FBLN2,ADAMTS15,STOX2,RELN,OLFML3,SV2A,FAM241A,GPC6,RAB6B,RUNX1T1,EGR1,CADM4,PRRX1,PCDH9,FZD4,L1CAM,MEIS2,PBX1,SULF2,NR4A2,CXCL10,MFAP4,PDE10A,VANGL2,MEX3A,ID3,PTX3,DCHS1,FAT4,CNIH2,RCOR2"
"gene_set_query"	"24"	"FOXF1"	"74.67"	"ARCHS4 Coexpression,42;Enrichr Queries,33;GTEx Coexpression,149"	"PRDM8,IFITM1,TNC,LRRC32,RGS2,ADGRA2,DPYSL3,BOC,BDKRB2,HOXA2,TEAD2,HOXA5,TGM2,PDGFRA,POSTN,SCARA3,BGN,PCOLCE,HIC1,DISP1,MN1,VCAN,LATS2,COL6A2,DDIT4,TOX,CD44,C1R,LRRC17,SEMA3E,FBLN1,LTBP2,FBLN2,PTGS1,OLFML3,DSEL,IGFBP6,WNT2,EGR1,PRRX1,GADD45B,FZD4,GDF15,MCAM,CRIM1,INHBA,MEIS2,PBX1,DHRS3,SMAD7,NR4A2,CXCL10,MFAP4,TMEM158,INAFM2,ID1,ID3,DCHS1,PTX3"
"gene_set_query"	"25"	"BCL6B"	"80.33"	"ARCHS4 Coexpression,12;Enrichr Queries,178;GTEx Coexpression,51"	"DOCK9,TNFAIP2,TNC,PTPRM,LDB2,LRRC32,NYNRIN,ADGRA2,ANPEP,DPYSL3,CD36,TEAD2,SOX4,TGM2,PDGFRA,PLEKHG1,POSTN,TMEM255B,BGN,PCOLCE,HIC1,PROCR,VCAN,SLFN11,LATS2,COL6A2,DDIT4,ST6GALNAC3,RNF122,CD44,HBEGF,COL15A1,NTN4,CRIP2,LTBP2,FBLN2,OLFML3,FAM241A,STOM,WNT2,CDK17,EGR1,GADD45B,FZD4,PLK2,MCAM,CRIM1,CXCL10,MFAP4,ID1,ID3,DCHS1"
"gene_set_query"	"26"	"MEOX2"	"85.0"	"ARCHS4 Coexpression,11;Enrichr Queries,102;GTEx Coexpression,142"	"TNC,SIX1,LDB2,LRRC32,FADS3,ADGRA2,DPYSL3,CD36,PDGFRA,POSTN,PLEKHG1,TNFRSF19,BGN,TET1,PCOLCE,ADGRA3,IL17RD,PDGFRL,CPED1,VCAN,OLFM2,SLFN11,COL6A2,ITGA7,COL15A1,LRRC17,FBLN1,FBLN2,THBS3,ADAMTS15,RELN,OLFML3,PDGFD,FAM241A,SCN7A,IGFBP6,RUNX1T1,FZD1,EGR1,PRRX1,FZD4,MCAM,CRIM1,INHBA,HSPA12A,MEIS2,NR4A2,CXCL10,MFAP4,PTX3,DCHS1,FAT4"
"gene_set_query"	"27"	"SOX18"	"87.0"	"ARCHS4 Coexpression,32;Enrichr Queries,201;GTEx Coexpression,28"	"DOCK9,TNC,PTPRM,LDB2,LRRC32,FADS3,RGS2,ADGRA2,PABPC4L,CD36,TEAD2,TGM2,PDGFRA,PLEKHG1,TMEM255B,BGN,PCOLCE,HIC1,PROCR,SLFN11,COL6A2,DDIT4,ITGA7,CD44,COL15A1,NTN4,CRIP2,LTBP2,FBLN2,ADAMTS15,OLFML3,FAM241A,STOM,IGFBP6,CD14,PLTP,EGR1,GADD45B,FZD4,GDF15,MCAM,CRIM1,PLXDC1,DHRS3,NFKBIA,CXCL10,MFAP4,ID1,ID3,DCHS1"
"gene_set_query"	"28"	"SNAI2"	"87.25"	"ARCHS4 Coexpression,24;Enrichr Queries,62;ReMap ChIP-seq,200;GTEx Coexpression,63"	"TNC,TNFAIP3,ARRB2,TM7SF2,TMEM267,RGS2,SNAPC1,ADGRA2,DPYSL3,BDKRB2,EPG5,SOX4,TGM2,SREBF1,PDGFRA,POSTN,LINC00452,BGN,FLT3LG,PCOLCE,MITF,RHOF,NEAT1,DKK1,JMJD8,HIC1,GAS6-DT,VCAN,CDCP1,LATS2,PAPPA,COL6A2,DDIT4,PTMA,CD44,HBEGF,ISYNA1,NNMT,C1R,SDC2,LRRC17,NTN4,CRIP2,LTBP2,FBLN1,SNHG19,PPL,FBLN2,OLFML3,FLRT3,DSEL,NPTX1,IGFBP6,SNORA10,LINC01204,EGR1,PRRX1,GADD45B,GDF15,PLK2,CRIM1,GPR1,INHBA,KAZALD1,MEIS2,MIR612,CXCL10,MFAP4,INAFM2,ID1,TMEM119,ID3,PTX3,FAT4,LRP12"
"gene_set_query"	"29"	"E2F7"	"89.2"	"Literature ChIP-seq,127;ARCHS4 Coexpression,67;Enrichr Queries,236;ReMap ChIP-seq,11;GTEx Coexpression,5"	"ARHGAP11A,TMEM200B,KIF14,JADE1,TNFAIP2,FHL3,KIF11,FOXM1,MKI67,LMNB1,GLIPR2,PCLAF,NUSAP1,PIM1,PBK,HOXA2,MYBL2,TK1,DLGAP5,HOXA5,TMPO,SREBF1,PDGFRA,LINC00452,FLT3LG,PCOLCE,RHOF,NEAT1,JMJD8,WDR76,GAS6-DT,GPR162,SLC7A5,DEPDC1B,DDIT3,DDIT4,ITGA7,KIF20A,PTMA,ISYNA1,SCARNA10,C1R,PRIM1,NCAPG,CRIP2,ZFP36L2,THBS3,CCNB2,OLFML3,LPXN,BUB1,EGR1,NEGR1,GDF15,PLK2,MCAM,IL34,MCOLN2,NDC80,DHRS3,MIR612,SMAD7,CXCL10,MEX3A,INAFM2,ID1,CDK1,ID3,PTX3,FAT4,MIR1244-1,EZH2"
"gene_set_query"	"30"	"EBF1"	"90.2"	"ARCHS4 Coexpression,74;ENCODE ChIP-seq,114;Enrichr Queries,44;ReMap ChIP-seq,144;GTEx Coexpression,75"	"SAMD9L,TNC,JADE1,OLFML2A,FADS3,RGS2,STS,RASSF2,DACH1,LIPH,DPYSL3,NIPAL3,NUSAP1,ENPP4,LGALS9,SOX4,TMPO,TGM2,PDGFRA,POSTN,CACNA2D1,FLT3LG,SOX11,NEAT1,TC2N,JMJD8,PDGFRL,HIC1,CPED1,DDIT4,TOX,KCTD16,ISYNA1,UBA7,HVCN1,GLIS3,FBLN2,ADAMTS15,BTBD3,LPXN,WNT2,EGR1,GADD45B,FZD4,MCAM,CRIM1,VTRNA2-1,INHBA,TOR1B,MIR612,PBX1,NDC80,SMAD7,NR4A2,NFKBIA,CXCL10,EHD3,MEX3A,TCN2,MIR1204,ID3,MIR1244-1,FAT4,ADA,ARHGAP11A,CNTNAP1,QPRT,TNFAIP2,PTPRM,TNFAIP3,LDB2,LRRC32,PBK,NEFL,CD36,DLGAP5,SREBF1,BGN,NSUN6,IRAK3,RHOF,DDB2,ITPKB,MN1,VCAN,TMEFF2,LATS2,COL6A2,AGPS,ITGA7,PTMA,CD44,COL15A1,PRIM1,CRMP1,DENND3,CRIP2,CAPG,FITM2,DEPP1,STOX2,OLFML3,FAM241A,CYTOR,ZNF468,ZNF622,SNORA10,GPC6,RUNX1T1,SEC11C,PRRX1,LINC01160,PCDH9,NEGR1,TAF13,MEIS2,PLXDC1,SULF2,MFAP4,THEMIS2,SCD"
"gene_set_query"	"31"	"ZNF469"	"90.5"	"ARCHS4 Coexpression,122;GTEx Coexpression,59"	"TNC,NTN4,LTBP2,FGF2,FBLN2,OLFML3,ADGRA2,DSEL,CYTOR,BDKRB2,LINC01204,PDGFRA,POSTN,SCARA3,PRRX1,BGN,CRIM1,GPR1,PCOLCE,INHBA,DKK1,GAS6-DT,MEX3A,LATS2,PSG5,NAV3,PAPPA,COL6A2,TMEM119,PTX3,LRP12"
"gene_set_query"	"32"	"MEOX1"	"91.0"	"ARCHS4 Coexpression,89;Enrichr Queries,100;GTEx Coexpression,84"	"COL15A1,TNFAIP6,TNC,PTPRM,SIX1,FBLN1,ADRB2,LDB2,LRRC32,FBLN2,TSKU,FADS3,ADAMTS15,RGS2,OLFML3,ADGRA2,FAM241A,DPYSL3,STOM,CPXM1,CD36,IGFBP6,TGM2,EGR1,PDGFRA,PLEKHG1,POSTN,TMEM255B,PRRX1,FZD4,MCAM,BGN,PCOLCE,INHBA,MEIS2,HIC1,SULF2,CXCL10,MFAP4,VCAN,SCD,COL6A2,DDIT4,ID1,TMEM119,ITGA7,PTX3,AQP7P1"
"gene_set_query"	"33"	"EBF2"	"93.0"	"ARCHS4 Coexpression,116;GTEx Coexpression,70"	"COL15A1,PTPRM,CRMP1,FBLN2,THBS3,FADS3,ADAMTS15,STOX2,DACH1,FAM241A,DPYSL3,SCN7A,IGFBP6,CD36,RUNX1T1,FZD1,PRRX1,FZD4,EYA2,CACNA2D1,TET1,SOX11,HSPA12A,IL17RD,PDGFRL,PBX1,PROCR,MN1,SLFN11,LATS2,VANGL2,ITGA7,DCHS1,RCOR2"
"gene_set_query"	"34"	"GLI2"	"95.33"	"ARCHS4 Coexpression,40;Enrichr Queries,167;GTEx Coexpression,79"	"TMEM200B,TNC,JADE1,FOXM1,FGF2,NYNRIN,SALL2,C1QTNF7,ADGRA2,DPYSL3,BOC,SH3PXD2B,MYBL2,LGALS9,NEO1,SOX4,TEAD2,PDGFRA,SCARA3,USP44,VASH2,SOX11,IL17RD,CPED1,MN1,VCAN,COL6A2,PAPPA,DDIT4,CD44,LRRC17,GLIS3,FBLN1,LPAR4,THBS3,OLFML3,GPC6,MICA,RUNX1T1,FZD1,EGR1,PRRX1,GADD45B,FZD8,INHBA,MEIS2,PBX1,SULF2,SMAD7,VANGL2,ID1,ID3,DCHS1,FAT4,RCOR2"
"gene_set_query"	"35"	"GLIS1"	"97.0"	"ARCHS4 Coexpression,20;Enrichr Queries,209;GTEx Coexpression,62"	"TMEM200B,TNC,SIX1,LRRC32,OLFML2A,MEDAG,NYNRIN,ADGRA2,BDKRB2,PDGFRA,POSTN,BGN,PCOLCE,DKK1,HIC1,MN1,PSG5,PAPPA,COL6A2,DDIT4,ALPK2,CD44,NNMT,C1R,LRRC17,TRANK1,GLIS3,NTN4,FBLN1,LTBP2,FBLN2,RELN,OLFML3,DSEL,TSPAN5,GPC6,RUNX1T1,LINC01204,EGR1,PRRX1,GADD45B,NEGR1,GDF15,EYA2,CRIM1,GPR1,INHBA,MEIS2,SULF2,SMAD7,NR4A2,CXCL10,PDE10A,ZNF702P,TMEM119,ID3,PTX3,FAT4"
