Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"11"	"PRRX1"	"26.0"	"ARCHS4 Coexpression,3;Enrichr Queries,22;GTEx Coexpression,53"	"NRP1,TNFAIP6,TNC,PTPRM,PEAR1,LRRC32,PRSS23,FGF2,EDA2R,MEDAG,ADAMTS5,TMEM267,STS,CCND2,ADGRA2,ADAMTS1,DPYSL3,ENPP2,BDKRB2,CYP1B1,EDIL3,TGM2,PDGFRA,SCARA3,POSTN,PTGIS,SERPINF1,BGN,PCOLCE,PDGFRL,NAALADL2,GEM,CPED1,GAS6-DT,RCN3,VCAN,ZEB2,LATS2,FNDC1,COL4A1,COL6A2,PAPPA,ADAM12,RHOJ,SERPING1,ALPK2,MXRA5,CD44,COL15A1,FOXC1,CEMIP,NNMT,C1R,SDC2,FBLN1,LTBP2,PTGS2,THBS2,PCDH18,FBLN2,OLFML3,DSEL,LRIG1,HAS2,FAM180A,IGFBP7,PTCHD4,GPC6,FZD1,EGR1,VCAM1,ANGPT1,CRIM1,NBEAL1,INHBA,SULF1,GNG11,MEIS2,SULF2,MFAP5,CXCL10,MFAP4,CXCL12,NFIB,MFAP2,OGN,ITGA11,TMEM119,ACKR3,ID3,ITGBL1,PTX3,DCHS1,FAT4,FMOD,KCNK2"
"gene_set_query"	"12"	"TWIST1"	"26.5"	"ARCHS4 Coexpression,2;Enrichr Queries,4;ReMap ChIP-seq,65;GTEx Coexpression,35"	"LINC01111,IFITM1,TNC,RGS2,CCND2,ADGRA2,ANPEP,DPYSL3,ENPP2,CYP1B1,SOX4,PDGFRA,POSTN,SERPINF1,OR1J4,IGFBP2,PSG1,PCOLCE,SOX11,NEAT1,DKK1,JMJD8,GEM,PSG5,COL4A1,PAPPA,ADAM12,DDIT4,RBP1,MXRA5,ISYNA1,CEMIP,NNMT,CRABP2,UBA7,SDC2,FBLN1,LTBP2,PCDH18,SNHG19,FBLN2,ZFP36L2,DSEL,FAM180A,IGFBP7,IGFBP6,FZD1,EGR1,JAG1,VCAM1,GADD45B,PLK2,CRIM1,INHBA,L1CAM,GDF5,GNG11,MIR612,SMAD7,NR4A2,CXCL10,BMP2,MEX3A,CXCL12,MIR221,BAMBI,ID1,ITGA11,TMEM119,ITGBL1,ID3,DCHS1,MIR1244-1,ULBP1,RCOR2,NRP1,CPM,CNTNAP1,TNFAIP6,TNFAIP2,SIX1,SLC7A11,PEAR1,PRSS23,EDA2R,SH3RF1,MEDAG,TMEM100,ADAMTS5,SNAPC1,ADAMTS1,BDKRB2,NEFL,DIRC1,TK1,ADAMTS6,SREBF1,EDN1,PTGIS,BGN,RHOF,PRSS12,RCN3,GAS6-DT,MN1,VCAN,ZEB2,GJD3,COL6A2,ITGA7,PTMA,CD44,FOXC2,COL15A1,FOXC1,C1R,LRRC17,CRIP2,PTGS2,THBS2,CYGB,ABLIM1,OLFML3,FRZB,LRIG1,HAS2,LINC01204,RUNX1T1,CA11,PRRX1,ANGPT1,GDF15,TPBG,GPR1,SULF1,KAZALD1,MEIS2,PLXDC1,ASS1,SULF2,MFAP5,MFAP4,INAFM2,MAB21L1,MFAP2,MAB21L2,ACKR3,PTX3,KCNK2"
"gene_set_query"	"13"	"MKX"	"29.0"	"ARCHS4 Coexpression,19;Enrichr Queries,2;GTEx Coexpression,66"	"PRDM8,TMEM200B,TNC,FGF2,RGS2,CCND2-AS1,CCND2,ADGRA2,DPYSL3,PIEZO2,CYP1B1,CHAC1,TGM2,PDGFRA,SCARA3,POSTN,SEMA6A,SERPINF1,IGFBP2,PCOLCE,DKK1,PDGFRL,SYTL2,CPED1,PSG5,COL4A1,DDIT4,ALPK2,MXRA5,RASL12,CEMIP,PDE1C,FBLN1,LTBP2,PCDH18,FBLN2,DPP4,DSEL,IGFBP6,EGR1,VCAM1,MCAM,PLK2,CRIM1,INHBA,FBXO32,NR4A2,CXCL10,BMP2,CXCL12,BAMBI,OGN,ID1,ITGA11,TMEM119,ITGBL1,ID3,FAT4,NRP1,CPM,CNTNAP1,WFDC1,SIX1,SLC7A11,VLDLR,FMN2,PRSS23,ADAMTS5,C1QTNF7,ADAMTS1,BDKRB2,ITGB8,EDIL3,MYOCD,EDN1,PTGIS,ITGA1,TNFRSF19,PLA2G4A,GFRA1,PRSS12,GAS6-DT,ARL4C,RCN3,MN1,VCAN,LATS2,COL6A2,FIBIN,RARB,COL15A1,FOXC1,C1R,NTN4,PTGS2,THBS2,LRIG1,GPC6,ANGPT1,PRRX1,NEGR1,GDF15,SULF1,SOD3,MEIS2,DHRS3,SULF2,OSTM1,NFIB,MFAP2,PTX3,FMOD,KCNK2"
"gene_set_query"	"14"	"EBF3"	"30.0"	"ARCHS4 Coexpression,39;Enrichr Queries,18;GTEx Coexpression,33"	"TMEM200B,TNC,BACH2,FADS3,RGS2,CCND2,DACH1,DPYSL3,ENPP2,CYP1B1,HOXA5,PDGFRA,POSTN,SEMA6A,TMEM178B,SERPINF1,CACNA2D1,SOX11,SHISA3,FRMD4A,PDGFRL,SLFN11,COL4A1,PAPPA,ADAM12,APCDD1,FBLN2,PCDH18,ADAMTS15,ARHGAP20,MAP2,RAB6B,EGR1,JAG1,CADM4,FZD4,L1CAM,GNG11,PBX1,NR4A2,CXCL10,SDK1,BMP2,CXCL12,VANGL2,MEX3A,ID3,DCHS1,FAT4,CNIH2,RCOR2,TMEM35A,FGF10,ROBO2,NRP1,TENM4,PTPRM,SIX1,LDB2,PEAR1,LRRC32,RND2,CHRDL1,ADAMTS5,ADAMTS1,NEFL,NEFM,CD36,TIMP4,TMEM255B,DCC,BGN,ABCC9,GFRA1,FAM219A,MN1,VCAN,ZEB2,GAP43,COL6A2,RHOJ,KIT,ITGA7,COL15A1,FOXC1,CRMP1,THBS2,THSD1,CYGB,DLL4,CACNG7,STOX2,RELN,FRZB,OLFML3,SV2A,FAM241A,NNAT,LRIG1,GPC6,RUNX1T1,PRRX1,PCDH9,ANGPT1,SULF1,MEIS2,SULF2,MFAP5,MFAP4,FABP4,PDE10A,NFIB,LRRN4CL,MAB21L1,MAB21L2,ACKR3,PTX3,ADGRL4,ADGRL3"
"gene_set_query"	"15"	"RFX8"	"32.5"	"ARCHS4 Coexpression,44;GTEx Coexpression,21"	"ARHGAP11A,PRDM8,NRP1,LINC01111,CXCL8,TNFAIP6,KIF14,XYLT1,KIF11,FOXM1,EDA2R,MEDAG,SNAPC1,ADGRA2,EPG5,TK1,LGALS9,EMB,DLGAP5,ADAMTS6,SRGN,SERPINB2,HGF,OR1J4,CSGALNACT2,PSG1,PCOLCE,IRAK3,PSG2,PDCD1LG2,DKK1,RCN3,GAS6-DT,PSG9,LATS2,PSG5,PAPPA,COL6A2,ADAM12,KIF20A,CD44,SEMA7A,NNMT,NCAPG,LTBP2,THBS2,PCDH18,NFIL3,DSEL,CYTOR,HAS2,FAM180A,LINC01204,TRPA1,PRRX1,GPR1,INHBA,NDC80,TMEM158,MIR221,TMEM119,ITGBL1,PTX3,ADGRL4,KCNK2,ADA"
"gene_set_query"	"16"	"FOXC2"	"33.67"	"ARCHS4 Coexpression,54;Enrichr Queries,34;GTEx Coexpression,13"	"PRDM6,TNC,PVR,ADGRA2,ANPEP,CYP1B1,HOXA5,TGM2,PDGFRA,POSTN,SCARA3,IGFBP2,PCOLCE,SOX11,GEM,HIC1,CPED1,PROCR,COL4A1,PAPPA,DDIT4,ADAM12,RASL12,NNMT,CRABP2,LTBP2,FBLN2,SCUBE3,FAM180A,IGFBP7,IGFBP6,FZD1,EGR1,JAG1,FOXF2,GADD45B,MCAM,CRIM1,NBEAL1,INHBA,GNG11,SMAD7,NR4A2,SDK1,CXCL10,BMP2,FGF14,CXCL12,OGN,ITGA11,ID1,ITGBL1,ID3,CNTN4,PCDHB8,NRP1,ITGB3,TNFAIP2,SIX1,LRRC32,PEAR1,PRSS23,MEDAG,C1QTNF7,ADAMTS1,ANKRD1,EDN1,PTGIS,BGN,PDCD1LG2,RCN3,MN1,VCAN,ZEB2,LATS2,COL6A2,ITGA8,LINC01139,FIBIN,CD44,FOXC1,LAMA1,AMIGO2,NTN4,THBS2,PTGS2,FRZB,OLFML3,LRIG1,HAS2,GPC6,PRRX1,GDF15,SULF1,SOD3,MEIS2,MFAP4,OSTM1,ACKR3,PTX3,FMOD,ADGRL4"
"gene_set_query"	"17"	"MEOX1"	"38.33"	"ARCHS4 Coexpression,79;Enrichr Queries,9;GTEx Coexpression,27"	"TNC,TSKU,FADS3,RGS2,CCND2,ADGRA2,DPYSL3,ENPP2,CYP1B1,TGM2,PDGFRA,POSTN,SERPINF1,IGFBP2,FRMD4A,PCOLCE,HIC1,GEM,COL4A1,DDIT4,ADAM12,SERPING1,FBLN1,ADRB2,FBLN2,COX7A1,ADAMTS15,IGFBP7,IGFBP6,ANKRD29,EGR1,VCAM1,FZD4,MCAM,INHBA,GNG11,CXCL10,BMP2,CXCL12,OGN,ID1,TMEM119,ITGBL1,FGF10,NRP1,TNFAIP6,PTPRM,SIX1,LDB2,PEAR1,LRRC32,PRSS23,CHRDL1,TMEM100,ADAMTS5,ADAMTS1,CPXM1,CD36,TIMP4,PLEKHG1,EDN1,PTGIS,TMEM255B,ANXA3,BGN,ABCC9,VCAN,COL6A2,RHOJ,ITGA7,AQP7P1,COL15A1,FOXC1,PTGS2,THBS2,THSD1,CYGB,DLL4,OLFML3,FAM241A,LRIG1,STOM,HAS2,GBP2,PRRX1,ANGPT1,FMO2,SULF1,SOD3,MEIS2,SULF2,MFAP5,MFAP4,FABP4,NFIB,LRRN4CL,SCD,MFAP2,ACKR3,PTX3,ADGRL4,FMOD"
"gene_set_query"	"18"	"OSR2"	"41.0"	"ARCHS4 Coexpression,5;Enrichr Queries,1;GTEx Coexpression,117"	"IFITM1,TMEM200B,TNC,TSKU,RGS2,ADGRA2,ENPP2,CYP1B1,TGM2,PDGFRA,SCARA3,POSTN,SERPINF1,IGFBP2,PCOLCE,MITF,DKK1,PDGFRL,GEM,PSG5,COL4A1,DDIT4,SERPING1,ALPK2,MXRA5,CEMIP,CRABP2,FBLN1,LTBP2,APCDD1,FBLN2,PCDH18,DPP4,ADAMTS19,PDGFD,FAM180A,NPTX1,IGFBP6,WNT2,EGR1,JAG1,VCAM1,GADD45B,PLK2,INHBA,PBX1,NR4A2,CXCL10,BMP2,CXCL12,RGCC,OGN,ID1,TMEM119,ID3,ITGBL1,DCHS1,GSTM5,TNFAIP6,SH2D4A,SIX1,TCF21,CHRDL1,PRSS23,MEDAG,ADAMTS5,SCML1,MDK,ADAMTS1,SH3PXD2B,PBK,BDKRB2,CPXM1,EDN1,PTGIS,ANXA3,BGN,IL17RD,PRSS12,RCN3,VCAN,LATS2,COL6A2,PLEKHH2,COL15A1,FOXC1,C1R,LRRC17,PTGS2,THBS2,THBS3,OLFML3,FRZB,LRIG1,HAS2,GBP2,PRRX1,GDF15,SULF1,SOD3,MEIS2,SULF2,MFAP5,MFAP4,LRRN4CL,NFIB,MFAP2,ACKR3,PTX3,FMOD"
"gene_set_query"	"19"	"FOXF1"	"51.0"	"ARCHS4 Coexpression,34;Enrichr Queries,8;GTEx Coexpression,111"	"PRDM8,IFITM1,TNC,RGS2,CCND2,ADGRA2,DPYSL3,ENPP2,HOXA2,CYP1B1,HOXA5,TGM2,ARRDC4,PDGFRA,POSTN,SCARA3,HGF,IGFBP2,PCOLCE,GEM,HIC1,DISP1,COL4A1,DDIT4,ADAM12,SERPING1,TOX,CEMIP,PARM1,FBLN1,LTBP2,FBLN2,PCDH18,DSEL,IGFBP7,IGFBP6,WNT2,NTSR1,EGR1,VCAM1,FOXF2,GADD45B,FZD4,MCAM,CRIM1,INHBA,GNG11,PBX1,SMAD7,NR4A2,CXCL10,BMP2,CXCL12,RGCC,OGN,ID1,ID3,DCHS1,NRP1,TCF21,LRRC32,PRSS23,TMEM100,ADAMTS1,BOC,BDKRB2,PGM5,TEAD2,MYOCD,EDN1,PTGIS,MMP1,ITGA1,BGN,WNT16,PTBP2,RCN3,MN1,VCAN,ZEB2,LATS2,COL6A2,RHOJ,ITGA8,CD44,FOXC2,FOXC1,COLEC10,C1R,CCDC68,LRRC17,SEMA3E,SGMS2,PTGS2,THBS2,CYGB,PTGS1,DLL4,OLFML3,LRIG1,HAS2,GBP2,BCHE,PRRX1,TRPA1,GDF15,SULF1,MEIS2,DHRS3,MFAP4,TMEM158,INAFM2,MAB21L2,ACKR3,PTX3"
"gene_set_query"	"20"	"SNAI1"	"53.67"	"ARCHS4 Coexpression,82;Enrichr Queries,16;GTEx Coexpression,63"	"TNC,TSKU,FADS3,RGS2,CCND2,DPYSL3,CYP1B1,SOX4,TGM2,PDGFRA,SERPINF1,PCOLCE,GEM,HIC1,PROCR,MT1A,SLFN11,COL4A1,DDIT4,ADAM12,SERPING1,RFPL4AL1,RNF122,SEMA7A,NNMT,CRABP2,FBLN2,ZFP36L2,ADAMTS15,SOCS1,IGFBP7,EGR1,JAG1,VCAM1,GADD45B,FZD4,MCAM,PLK2,INHBA,SMAD7,NFKBIA,NR4A2,CXCL10,BMP2,CXCL12,RGCC,TCN2,ID1,TMEM119,ID3,NRP1,CXCL8,TNFAIP6,ITGB3,TNFAIP2,PTPRM,TNFAIP3,SLC7A11,LRRC32,MEDAG,ADAMTS1,GLIPR2,CD36,ADAMTS9,TIMP4,EDN1,SERPINB2,TMEM255B,BGN,ARL4C,RCN3,SLC7A5,VCAN,ZEB2,LATS2,COL6A2,CD44,HBEGF,FOXC2,FOXC1,C1R,PTGS2,THBS2,CYGB,NFIL3,OLFML3,FAM241A,LRIG1,STOM,HAS2,PRRX1,GDF15,SULF2,MFAP4,FABP4,ACKR3,PTX3,ADGRL4"
